Source,Author,Title,Description,URL,Published At,Content
The Guardian,Jonathan Romney,Call My Agent!’s Laure Calamy: ‘I have too much energy’,"The ebullient French star on her hyperactive new film, taking on more serious roles and her love of British cinemaLaure Calamy certainly makes a jaunty entrance. She’s somewhere out of sight in the kitchen of her Paris flat, and all I can see on my laptop is …",https://www.theguardian.com/film/2023/may/28/call-my-agent-laure-calamy-full-time-origin-of-evil-interview,2023-05-28T10:00:29Z,"Laure Calamy certainly makes a jaunty entrance. Shes somewhere out of sight in the kitchen of her Paris flat, and all I can see on my laptop is a vividly coloured glass partition a Mondrian pattern o… [+8162 chars]"
MacRumors,Tim Hardwick,Netflix Begins Crackdown on Password Sharing in US and UK,"Netflix is officially cracking down on password sharing in the United States and the United Kingdom, more than a year after it first announced the move.





Netflix explained on its U.S. and U.K. websites how viewers who shared their account password to peop…",https://www.macrumors.com/2023/05/24/netflix-starts-password-sharing-crackdown/,2023-05-24T13:25:49Z,"Netflix is officially cracking down on password sharing in the United States and the United Kingdom, more than a year after it first announced the move.
Netflix explained on its U.S. and U.K. websit… [+1841 chars]"
The Guardian,Tom Ambrose,"‘They don’t know the rules’: actors hit back at theatregoers phoning, drinking and fighting","What’s it like to star in a play when audience members watch football, ring friends, open lagers or pass round entire chickens? Actors vent their anger at the ‘Netflix mindset’ of the new post-Covid generationPunch-ups in the stalls. Drunken audience members …",https://www.theguardian.com/stage/2023/may/29/they-dont-know-the-rules-actors-hit-back-at-theatregoers-phoning-drinking-and-fighting,2023-05-29T14:51:11Z,Punch-ups in the stalls. Drunken audience members singing and shouting over songs. Theatregoers filming performances or just watching something else on their phones instead. These are just some of th… [+8858 chars]
Slashdot.org,msmash,The Binge Purge,"TV's streaming model is broken. It's also not going away. For Hollywood, figuring that out will be a horror show. From a report: Across the town, there's despair and creative destruction and all sorts of countervailing indicators. Certain shows that were enth…",https://entertainment.slashdot.org/story/23/06/09/0316223/the-binge-purge,2023-06-09T13:13:00Z,"Across the town, there's despair and creative destruction and all sorts of countervailing indicators. Certain shows that were enthusiastically green-lit two years ago probably wouldn't be made now. Y… [+2782 chars]"
Caschys Blog,André Westphal,Netflix erklärt das automatische Framerate-Switching,"Netflix unterstützt mittlerweile unterschiedliche Wege, um Framerate-Matching zu ermöglichen. Das ist notwendig, damit Inhalte bei euch korrekt über die Mattscheibe flimmern. Andernfalls kann es beispielsweise zu Rucklern kommen. So verfügt Netflix über Inhal…",https://stadt-bremerhaven.de/netflix-erklaert-das-automatische-framerate-switching/,2023-06-11T12:30:06Z,"Netflix unterstützt mittlerweile unterschiedliche Wege, um Framerate-Matching zu ermöglichen. Das ist notwendig, damit Inhalte bei euch korrekt über die Mattscheibe flimmern. Andernfalls kann es beis… [+2746 chars]"
Polygon,Cass Marshall,Coca-Cola’s new League of Legends collaboration claims to taste like leveling up,"The newest Coca-Cola collaboration is with League of Legends developer Riot Games. This drink tastes like experience points, so its the closest thing to leveling up in real life.",https://www.polygon.com/23752629/coca-cola-league-of-legends-xp-soda-riot-games-challenge-emotes,2023-06-07T17:34:00Z,"There are tons of twists on the classic Coca-Cola formula, like vanilla, cherry, or zesty lime. But the flavor thats apparently meant to appeal to gamers is the Coca-Cola Ultimate Zero Sugar, which i… [+1583 chars]"
BGR,Chris Smith,"You can keep sharing the Netflix password, and nothing will happen to you","Netflix’s big password-sharing ban is the talk of the town right now. Many people are already protesting against the company’s decision to reduce the phenomenon. …
The post You can keep sharing the Netflix password, and nothing will happen to you appeared fir…",https://bgr.com/tech/you-can-keep-sharing-the-netflix-password-and-nothing-will-happen-to-you/,2023-06-01T10:50:00Z,Netflix’s big password-sharing ban is the talk of the town right now. Many people are already protesting against the company’s decision to reduce the phenomenon. I already explained that sharing the … [+4816 chars]
BGR,Chris Smith,Fight Netflix’s password-sharing crackdown by sharing a different password,"I’ve long said that reactions to Netflix’s password-sharing crackdown are blown out of proportion. Netflix never really offered us the ability to share passwords with …
The post Fight Netflix’s password-sharing crackdown by sharing a different password appear…",https://bgr.com/tech/fight-netflixs-password-sharing-crackdown-by-sharing-one-more-password/,2023-05-30T10:50:00Z,I’ve long said that reactions to Netflix’s password-sharing crackdown are blown out of proportion. Netflix never really offered us the ability to share passwords with anyone outside the household. It… [+5828 chars]
Business Insider,Nathan McAlone,"HBO's controversial 'The Idol' starring The Weeknd has divided the world, according to new data about its global popularity","""The Idol"" stars Lily-Rose Depp as pop star who becomes entangled with a dangerous and culty nightclub owner played by Abel ""The Weeknd"" Tesfaye.",https://www.businessinsider.com/hbo-show-idol-starring-weeknd-divided-world-audience-data-shows-2023-6,2023-06-09T18:45:02Z,"The Weeknd stars in the HBO series ""The Idol"" alongside Lily-Rose Depp.HBO
<ul>
<li>""The Idol"" debuted on June 4 and its reception around the world has been uneven.</li>
<li>It's a hit in Scandinavi… [+2777 chars]"
IndieWire,Steve Greene,The 60 Best Shows on Netflix,"Over a decade after the platform started making its own shows, here's a collection of the best there is to see.",https://www.indiewire.com/features/general/best-netflix-shows-watch-online-1234779331/,2023-05-17T01:15:00Z,"When it really wants to, Netflix does a great job at letting people know what TV shows it has to offer. Unfortunately, with the never-ending wave of new ones arriving every month, certain high-profil… [+104374 chars]"
Boing Boing,David Pescovitz,Company will send you a free 55-inch TV with ads playing non-stop at the bottom and camera tracking your behavior,"You can have a free 55-inch 4K TV so long as you're OK with a narrow second screen at the bottom that plays non-stop ads (along with news, sports scores, etc.). According to Telly—which is the latest venture from Pluto TV co-founder Ilya Pozin—they'll deliver…",https://boingboing.net/2023/05/15/company-will-send-you-a-free-55-inch-tv-with-ads-playing-non-stop-at-the-bottom-and-camera-tracking-your-behavior.html,2023-05-15T18:22:29Z,"You can have a free 55-inch 4K TV so long as you're OK with a narrow second screen at the bottom that plays non-stop ads (along with news, sports scores, etc.). According to Tellywhich is the latest … [+1572 chars]"
Faz.net,F.A.Z.,Arnold Schwarzenegger bei Netflix: Der Mann hat den Schmäh,Bei Netflix schildert Arnold Schwarzenegger sein Leben als Verwirklichung des amerikanischen Traums. Sollen wir ihm das alles abnehmen?,https://www.faz.net/aktuell/feuilleton/medien/arnold-schwarzenegger-kommt-bei-netflix-gross-raus-18943701.html,2023-06-07T04:39:25Z,"Der soeben gestarteten Action-Miniserie Fubar, in welcher der inzwischen fünfundsiebzig Jahre alte Arnold Schwarzenegger noch einmal zu Actionhochform aufläuft, stellt Netflix jetzt noch eine Schwarz… [+5076 chars]"
Journal du geek,Amandine Jonniaux,Rick et Morty va (enfin) diffuser sa saison 6 en France,"Le duo iconique revient en France, dans une sixième saison riche en rebondissements. 
Rick et Morty va (enfin) diffuser sa saison 6 en France",https://www.journaldugeek.com/2023/05/15/rick-et-morty-va-enfin-diffuser-sa-saison-6-en-france/,2023-05-15T15:00:31Z,"Le duo iconique revient en France, dans une sixième saison riche en rebondissements.Avec plusieurs mois de retard sur sa diffusion outre-Atlantique, les aventures déjantées de Rick et Morty vont fair… [+2889 chars]"
Die Zeit,ZEIT ONLINE: Film - Ridal Carel Tchoukuegno,"""Arbeit: Was wir den ganzen Tag machen"": Im Büro mit Obama","Der ehemalige US-Präsident stellt in einer Dokuserie auf Netflix den American Dream infrage. Dafür versprüht ""Arbeit"" aber etwas zu viel Feel-Good-Atmosphäre.",https://www.zeit.de/zustimmung?url=https%3A%2F%2Fwww.zeit.de%2Fkultur%2Ffilm%2F2023-05%2Farbeit-barack-obama-american-dream-serie-netflix,2023-05-19T18:07:56Z,"When browsing with ads:
We collect personal data and also transmit it to third-party providers
 that help us improve and finance our digital content. Some of the information stored on your device, … [+821 chars]"
The A.V. Club,Saloni Gajjar and Tim Lowery,"June TV preview: Secret Invasion, The Bear season 2, and 24 more shows you'll want to watch","Think of June as a breather when it comes to TV viewing. May was packed with the final episodes of Succession, Barry, Ted Lasso, Yellowjackets, and The Marvelous Mrs. Maisel, among others. Now, with all of those series wrapped up, June figures to be a relativ…",https://www.avclub.com/june-2023-tv-preview-secret-invasion-the-idol-the-bear-1850456303,2023-05-30T13:00:00Z,"With Love season two (Prime Video, June 2)
Manifestseason four (Netflix, June 2) 
The Eric Andre Showseason six (Adult Swim, June 4)
Cruel Summerseason two (Freeform, June 6)
Its Always Sunny In … [+489 chars]"
Elespanol.com,Manuel Ramírez,YouTube TV y Netflix colapsan en eventos que congregan a millones en vivo: la tele de siempre toma fuerza,Millones de espectadores en Estados Unidos se quedan mirando sus pantallas con un streaming congelado o sin audio.,https://www.elespanol.com/elandroidelibre/noticias-y-novedades/20230518/youtube-tv-netflix-colapsan-eventos-congregan-millones/764673558_0.html,2023-05-18T11:01:00Z,"Aunque YouTube vaya ofreciendo mejoras en su plataforma de streaming de vídeos, está por ver si en algún momento del futuro será capaz de ofrecer una experiencia similar a la que da la tele de toda l… [+3774 chars]"
Elespanol.com,Jacinto Araque,"Cómo cambiar la foto de perfil en Netflix, HBO, Disney+ y Prime Video fácilmente y sólo segundos","Cambiar el avatar de los perfiles en tus servicios de streaming preferidos es sencillo, y se puede hacer de forma rápida en cualquier plataforma.",https://www.elespanol.com/elandroidelibre/tutoriales/20230603/netflix-hbo-disney-prime-video-facilmente-segundos/760924091_0.html,2023-06-03T15:02:00Z,"Todos los servicios de vídeo en streaming permiten crearvarios perfiles diferentes para poder distinguir y personalizar el contenido de cada una de las personas que utilizan la cuenta, y vamos a expl… [+2508 chars]"
The Economist,The Economist,Business,The world this week,https://www.economist.com/the-world-this-week/2023/05/25/business,2023-05-25T12:59:03Z,"Britains headline rate of annual inflation fell sharply in April, to 8.7%. But the fall was less than expected, given that last Aprils rise in energy prices dropped out of the annual comparison. The … [+4407 chars]"
Android Authority,Nick Fernandez,"Amazon Prime Video: Pricing, content, features, and more","Netflix and Hulu are great streaming services, but Amazon Prime Video takes value to the next level. Here's everything you need to know!",https://www.androidauthority.com/amazon-prime-video-streaming-service-1140081/,2023-05-15T04:00:34Z,"Amazon Prime is one of the few retail subscription services that just about anyone can make use of, but one of its best features is frequently lost in the crowd of competitors. Amazon Prime Video has… [+25480 chars]"
Techdirt,Karl Bode,"Worried About Backlash, Netflix Delays Password Sharing Crackdown In U.S.","We’ve noted more than a few times that Netflix’s password sharing crackdown is a dumb cash grab, and illustrative of the company’s inevitable transition from innovative disruptor to the type of nickel-and-diming cable company Netflix originally disrupted. Net…",https://www.techdirt.com/2023/05/17/worried-about-backlash-netflix-delays-password-sharing-crackdown-in-u-s/,2023-05-17T12:37:13Z,"from the charge-you-more-money-for-a-worse-product dept
Weve noted more than a few times that Netflixs password sharing crackdown is a dumb cash grab, and illustrative of the company’s inevitable tr… [+2234 chars]"
Les Numériques,Thibaud Gomès-Léal,"Actualité : Partage de comptes Netflix : foyer, abonné supplémentaire payant, code SMS... quelles sont les nouvelles règles ?","Netflix a annoncé la mise en place de nouvelles restrictions du partage de comptes. ""Foyer Netflix"", abonné supplémentaire, code de vérification par SMS... On vous explique les nouvelles règles bientôt en vigueur.",https://www.lesnumeriques.com/cine-svod/partage-de-comptes-netflix-foyer-abonne-supplementaire-payant-code-sms-quelles-sont-les-nouvelles-regles-n210196.html,2023-06-01T14:45:00Z,"Netflix vient d'officialiser la fin du partage de compte gratuit.
© Netflix
Après des mois d'annonces, Netflix a officialisé ce 23 mai les futures restrictions concernant le partage de comptes. La … [+4993 chars]"
The A.V. Club,Hattie Lindert,Citadel's Nielsen ratings really don't match its budget,"For the third week in a row, Prime Video’s big-budget spy drama Citadel has failed to crack Nielsen’s weekly streaming rankings, a relatively dismal performance given the series’ record-breaking budget. Although Amazon poured significant resources and publici…",https://www.avclub.com/citadel-prime-video-nielsen-ratings-top-10-budget-1850524185,2023-06-09T18:59:00Z,"For the third week in a row, Prime Videos big-budget spy drama Citadel has failed to crack Nielsens weekly streaming rankings, a relatively dismal performance given the series record-breaking budget.… [+1972 chars]"
Lifehacker.ru,Виктор Подволоцкий,Netflix выпустил трейлер третьего сезона «Ведьмака»,"Красивые пейзажи, красивые герои и ужасные монстры.",https://lifehacker.ru/trejler-3-sezona-vedmaka/,2023-06-09T06:21:22Z,"Summer Game Fest 2023, 9 , «». .
 , « ». , .
 . 29 , 27 . , , . ."
Lifehacker.ru,Макс Вильтовский,Netflix продлил «Ведьмака» на пятый сезон,"А пока ждём третий, который выйдет уже летом.",https://lifehacker.ru/pyatyj-sezon-vedmaka/,2023-05-27T08:05:58Z,"Netflix «» . Deadline - .
 «» , «». 29 , 27 .
 . « » ."
Caschys Blog,caschy,Netflix: Zusatzkosten für Passwort-Sharing in Deutschland bekannt,"Netflix wird auch hier in Deutschland zeitnah gegen das Passwort-Sharing vorgehen. Haushaltsfremde werden dann extra bezahlen müssen. So kostet ein zusätzliches, haushaltsfremdes Mitglied zum Standardplan 4,99 Euro pro Monat zusätzlich. Das Netflix-Premium-4K…",https://stadt-bremerhaven.de/netflix-zusatzkosten-fuer-passwort-sharing-in-deutschland-bekannt/,2023-05-23T20:10:13Z,"Netflix wird auch hier in Deutschland zeitnah gegen das Passwort-Sharing vorgehen. Haushaltsfremde werden dann extra bezahlen müssen. So kostet ein zusätzliches, haushaltsfremdes Mitglied zum Standar… [+3693 chars]"
Caschys Blog,caschy,"Neu auf Netflix im Juni 2023: The Witcher, Black Mirror und mehr",Netflix hat erst jüngst die Daumenschrauben für Account-Sharer angezogen und den Dienst für zahlreiche Nutzer faktisch verteuert. Ob alle dran bleiben – oder ob Kunden abspringen? Das wird die Zukunft zeigen. Netflix: Zusatzkosten für Passwort-Sharing in Deut…,https://stadt-bremerhaven.de/neu-auf-netflix-im-juni-2023-the-witcher-black-mirror-und-mehr/,2023-05-24T14:16:49Z,Netflix hat erst jüngst die Daumenschrauben für Account-Sharer angezogen und den Dienst für zahlreiche Nutzer faktisch verteuert. Ob alle dran bleiben – oder ob Kunden abspringen? Das wird die Zukunf… [+5854 chars]
/FILM,Valerie Ettenhofer,Netflix Will Now Charge You To Share Your Password,"Netflix has been talking about cracking down on password sharing for months now, but the streaming giant has finally unveiled a concrete plan to do so, and it's ... something. According to Variety, the company shared a planned email to customers today explain…",https://www.slashfilm.com/1294268/netflix-will-charge-you-to-share-your-password/,2023-05-23T19:07:47Z,"Netflix is, of course, trying to stay afloat during a particularly unstable time for the streaming era, and their execs seem to think this new plan will work. In a quarterly earnings call quoted by V… [+1277 chars]"
BGR,Andy Meek,Extraction 2 can’t get here fast enough – Netflix needs a new original movie ASAP,"For those of us who prefer watching movies to interminably long TV shows — shows that we might not even realize we dislike until we’re …
The post Extraction 2 can’t get here fast enough – Netflix needs a new original movie ASAP appeared first on BGR.",https://bgr.com/entertainment/extraction-2-cant-get-here-fast-enough-netflix-needs-a-new-original-movie-asap/,2023-06-08T19:23:00Z,For those of us who prefer watching movies to interminably long TV shows — shows that we might not even realize we dislike until we’re already several hours and episodes into them — Netflix has kept … [+2736 chars]
Presse-citron,RPB,"Citron pressé : l’ISS va tomber sur Terre, crise chez Netflix et l’usine de Mike Horn","Toutes les semaines, lisez Citron-pressé, le récap des actus le plus vitaminé du web !",https://www.presse-citron.net/citron-presse-liss-va-tomber-sur-terre-crise-chez-netflix-et-lusine-de-mike-horn/,2023-05-28T17:41:30Z,"Au sommaire cette semaine : la NASA en dit plus sur où et quand l’ISS sera désorbitée en 2031 avant de retomber sur Terre, comment la crise chez Netflix et la drastique réduction de budget de la firm… [+2678 chars]"
Presse-citron,RPB,"Fin du partage de compte Netflix : il y aura des exceptions, êtes-vous concerné ?","Les étudiants et militaires notamment, devraient être épargnés par la nouvelle politique.",https://www.presse-citron.net/fin-du-partage-de-compte-netflix-il-y-aura-des-exceptions-etes-vous-concerne/,2023-05-26T10:00:01Z,<ul><li>Le partage de compte Netflix va devenir payant lorsque le partage en question a lieu avec des personnes ne vivant pas sous le même toit</li><li>Netflix explique pour cela pister les adresses … [+2680 chars]
Yanko Design,Sarang Sheth,Watch how this tiny HDMI dongle turns your iPad or Smartphone into a secondary touchscreen for your Laptop,"Watch how this tiny HDMI dongle turns your iPad or Smartphone into a secondary touchscreen for your LaptopImagine playing PlayStation games on a smartphone, watching Netflix on your Nintendo Switch, browsing your laptop on a Raspberry Pi, or using your iPad a…",https://www.yankodesign.com/2023/05/18/watch-how-this-tiny-hdmi-dongle-turns-your-ipad-or-smartphone-into-a-secondary-touchscreen-for-your-laptop/,2023-05-19T01:45:39Z,"Imagine playing PlayStation games on a smartphone, watching Netflix on your Nintendo Switch, browsing your laptop on a Raspberry Pi, or using your iPad as a viewfinder for your DSLR. No fancy rigs, l… [+3304 chars]"
Presse-citron,Jean-Yves Alric,Fin du partage des compte : le tacle appuyé d’Amazon Prime à Netflix,La plateforme de streaming a chambré son rival sur Twitter.,https://www.presse-citron.net/?p=555289,2023-05-25T08:00:41Z,"<ul><li>La fin du partage de compte chez Netflix fait énormément réagir en France</li><li>Amazon Prime Video, concurrent direct du service, na pas hésité à le chambrer sur Twitter</li><li>Cest une te… [+2547 chars]"
/FILM,staff@slashfilm.com (Valerie Ettenhofer),Netflix Was Surprisingly Cool About Black Mirror's Meta Streamberry,"Netflix has always had a good sense of humor about its own brand. Now, let&amp;#39;s see if it has a good sense of horror about it.",https://www.slashfilm.com/1310428/netflix-reaction-to-black-mirror-meta-streamberry/,2023-06-13T18:00:00Z,"Though the filmmaker didn't have to (or get to) deal with the type of classic network interference that would've made any criticism of Netflix in the show all the more prescient, Brooker notes that i… [+868 chars]"
Genbeta.com,José Alberto Lizana,"La gran renovación de ATRESplayer: rediseño, nuevos canales gratuitos y la llegada de cuentas compartidas","En el paradigma actual del streaming son muchas las plataformas que existen para visualizar contenidos en línea. Y aunque todos tenemos en la mente a los servicios internacionales más grandes como Netflix o Disney+, también en España tenemos a ATRESplayer que…",https://www.genbeta.com/actualidad/gran-renovacion-atresplayer-rediseno-nuevos-canales-gratuitos-llegada-cuentas-compartidas,2023-06-14T08:25:00Z,En el paradigma actual del streaming son muchas las plataformas que existen para visualizar contenidos en línea. Y aunque todos tenemos en la mente a los servicios internacionales más grandes como Ne… [+2702 chars]
Pitchfork,Jazz Monroe,Netflix Shares Black Mirror Season 6 Trailer and Release Date: Watch,"Zazie Beets, Aaron Paul, Michael Cera, Salma Hayek, and more star in the official trailer",https://pitchfork.com/news/netflix-shares-black-mirror-season-6-trailer-and-release-date-watch/,2023-05-31T13:51:08Z,"Black Mirrors sixth season will premiere on Netflix on June 15, the streamer has announced. A new trailer previews a new batch of typically mind-bending speculative-fiction storylines: Aaron Paul goe… [+694 chars]"
Presse-citron,Manon Carpentier,10 excellentes séries qui sont adaptées de romans,"Vous ne savez pas quelle série regarder en ce moment ? Découvrez notre sélection des meilleures séries qui sont, à l'origine, des romans.",https://www.presse-citron.net/10-excellentes-series-qui-sont-adaptees-de-romans/,2023-05-25T16:00:13Z,"Sil est parfois difficile dadapter correctement un roman en film (mais pas impossible), le format des séries se prête plus facilement à la retranscription duvres écrites. Ainsi, sur le petit écran, i… [+7174 chars]"
Les Numériques,Thibaud Gomès-Léal,Tutoriel : Netflix : comment transférer son profil vers un nouveau compte ?,"Alors que Netflix vient d'appliquer la facturation du partage de compte, il se peut que vous ayez besoin de transférer votre profil. Voici comment procéder.",https://www.lesnumeriques.com/cine-svod/netflix-comment-transferer-son-profil-vers-un-nouveau-compte-a210107.html,2023-05-30T12:30:00Z,"Netflix permet dorénavant le transfert de profil.
© Getty
Après des mois d'attente, c'est désormais officiel : Netflix a mis en place les restrictions et la facturation du partage de compte. Les ab… [+3434 chars]"
